zipcode,homeowner dummy,NUMCHLD,gender dummy,WEALTH,HV,Icmed,Icavg,NUMPROM,MAXRAMNT,totalmonths,Donor
5,1,1,0,4,1770,406,469,52,25,34,0
5,1,1,0,0,2759,194,204,65,12,28,0
4,1,1,1,5,550,72,135,73,10,36,1
5,1,1,1,8,998,332,359,22,15,28,1
4,1,2,0,3,541,335,367,63,10,37,0
5,1,1,1,8,1375,279,203,34,25,37,1
5,1,2,0,8,4072,581,680,37,18,28,1
5,1,1,1,6,2109,389,471,65,10,33,1
5,1,1,0,8,3011,307,384,64,7,28,1
4,0,1,1,8,671,432,481,25,10,28,1
2,1,1,1,8,638,306,345,22,15,33,0
2,1,1,1,9,2332,515,670,41,15,31,1
3,1,1,1,8,1746,435,509,111,23,17,0
5,1,1,0,8,642,323,393,25,13,31,0
5,0,1,0,8,1316,271,298,26,21,29,0
4,1,1,1,8,800,448,516,30,5,29,0
2,1,1,1,8,836,265,334,31,25,29,0
2,1,2,1,8,566,354,398,24,10,32,1
5,1,1,0,7,1947,519,517,51,15,30,0
5,0,1,1,3,783,340,416,66,16,34,1
5,1,1,0,8,3416,287,400,16,15,37,0
5,1,1,1,8,1069,434,459,51,12,35,0
2,0,1,0,8,423,252,281,34,12,29,1
3,0,1,0,8,487,275,316,26,20,36,0
3,1,1,1,3,494,330,366,103,25,31,1
5,1,1,0,8,1118,556,630,25,16,31,0
5,1,1,1,1,1001,226,280,59,20,29,0
5,1,1,1,5,593,308,317,83,10,28,0
2,1,1,1,9,963,505,511,60,10,35,1
2,1,1,0,8,609,311,339,20,22,32,1
2,1,1,0,3,604,256,379,37,20,37,0
3,1,1,1,3,451,294,319,55,5,31,1
5,1,1,0,8,751,431,512,48,14,29,1
2,1,2,1,8,1157,566,612,15,20,37,0
5,1,1,1,3,1034,455,482,83,10,30,1
5,1,1,1,8,889,398,471,76,10,31,0
3,0,1,0,3,489,294,286,54,30,28,0
4,0,1,1,4,274,259,280,55,11,28,1
5,1,1,1,8,888,288,390,25,17,18,1
4,1,1,1,8,1017,540,524,36,10,29,0
3,1,1,0,8,535,355,365,18,25,37,1
4,1,2,0,8,783,447,459,43,11,29,0
5,0,1,0,8,860,298,332,38,24,32,0
4,0,1,1,6,903,473,508,41,15,33,0
5,1,1,1,7,971,377,448,64,20,36,0
3,0,1,0,3,578,205,251,66,14,30,1
5,1,1,0,8,773,389,412,62,12,30,0
5,1,1,1,4,1266,410,433,60,12,31,1
4,1,1,0,8,377,189,271,28,10,31,1
4,1,1,1,8,774,431,455,49,20,36,0
5,1,1,0,8,459,372,391,37,11,31,0
1,1,1,0,2,1269,321,328,47,15,29,0
4,0,1,1,0,406,336,361,71,13,31,0
5,1,1,1,8,5769,1340,1144,29,20,32,1
2,0,1,1,7,1291,585,638,46,25,31,0
4,1,1,1,8,677,468,506,60,40,30,0
5,1,1,1,3,950,324,331,99,20,37,0
3,1,1,1,8,244,213,238,45,15,36,0
5,1,1,1,8,1111,357,413,24,12,28,1
4,1,1,1,8,2165,518,543,88,5,19,1
3,1,1,1,2,556,285,297,57,20,37,0
2,1,1,1,8,1408,438,521,53,21,31,0
4,0,1,1,6,652,338,345,83,25,28,1
5,1,1,0,8,1855,422,543,47,20,37,1
3,1,1,0,8,1208,496,501,104,25,17,1
5,0,1,1,8,457,85,136,18,10,28,0
4,1,1,1,8,449,147,213,33,6,31,1
5,1,1,0,8,775,224,254,20,30,36,0
5,1,1,1,8,3059,749,785,23,25,29,1
3,1,1,1,7,651,449,467,36,10,29,0
5,1,1,0,8,699,271,333,52,5,28,1
5,1,1,1,8,2610,616,621,22,15,32,1
4,1,1,0,9,765,646,761,69,15,31,1
5,1,1,1,5,2720,508,543,78,7,30,1
4,1,1,1,3,482,336,323,78,10,32,1
2,0,1,1,8,584,221,277,54,15,33,1
2,1,1,1,8,532,263,329,28,15,37,1
3,1,2,0,9,1806,821,856,42,20,30,0
4,1,1,1,8,1024,366,399,45,9,30,1
5,1,1,1,9,916,395,449,93,14,33,1
5,0,1,0,8,1108,446,510,36,20,29,1
2,1,1,1,8,886,453,505,87,25,29,1
5,1,1,0,7,1034,455,482,47,20,30,0
3,0,1,0,4,530,295,319,82,12,32,1
5,1,2,1,8,4349,535,597,38,6,30,1
2,1,1,0,8,1682,693,772,18,25,37,1
3,1,1,1,8,404,293,314,30,10,28,0
5,1,1,1,8,4270,498,661,38,14,32,0
5,0,1,0,2,783,248,259,55,10,31,1
5,1,1,0,3,585,325,371,50,11,32,1
5,1,1,1,8,1084,510,518,49,10,32,1
4,1,1,1,8,665,263,324,50,5,32,0
4,1,1,1,8,634,310,394,28,24,29,1
5,0,1,0,8,749,366,415,31,25,37,0
4,0,1,1,8,4367,1076,1032,16,15,37,0
4,0,1,1,1,289,222,218,78,15,37,0
2,0,1,0,8,1481,413,472,27,5,34,0
4,0,1,0,8,1081,421,542,24,10,31,1
4,0,1,1,1,430,179,215,68,10,36,0
5,1,1,1,5,2327,393,476,57,5,30,0
5,0,1,1,8,1464,197,245,20,12,31,0
4,1,1,1,4,569,361,397,80,5,28,0
5,1,1,1,8,2636,409,533,51,15,37,1
5,1,1,1,8,565,299,319,28,20,31,1
4,0,1,1,9,547,247,265,53,8,30,0
3,1,1,0,8,538,384,419,36,12,34,1
2,1,1,1,6,961,363,409,32,16,36,1
3,1,1,0,8,363,308,311,30,20,35,1
4,1,1,1,5,632,402,421,75,13,17,1
5,1,1,0,4,1715,479,540,67,10,31,1
4,1,1,1,7,634,429,426,64,10,30,1
4,1,1,0,9,1366,754,724,69,10,30,1
3,0,1,1,8,408,295,310,68,5,18,1
5,1,1,1,8,1726,530,593,23,50,30,1
2,1,1,1,2,618,256,291,54,11,31,0
4,1,1,1,9,1676,629,680,53,15,30,0
2,1,1,1,4,567,304,354,63,25,33,1
5,0,1,1,9,749,355,408,54,25,37,0
5,1,1,1,9,5067,1105,1002,46,20,36,1
5,1,1,1,6,1602,452,485,71,6,34,1
4,0,1,1,8,271,221,255,35,7,28,1
5,0,1,1,8,1842,183,246,26,15,18,0
5,0,1,1,4,228,273,290,52,20,28,1
5,1,1,0,8,1893,619,660,22,10,28,1
5,0,1,1,0,1023,178,229,63,25,25,1
4,1,1,0,2,430,318,368,77,12,17,1
2,1,1,1,8,503,314,311,36,10,33,1
5,1,1,1,6,1513,611,634,52,15,30,0
3,1,1,1,6,612,393,428,80,7,28,1
3,1,1,1,0,248,209,238,70,25,31,1
4,1,1,1,5,1251,524,558,47,15,31,0
3,0,1,1,2,489,274,304,144,1000,24,1
5,1,1,1,8,2110,161,229,23,10,32,0
3,0,1,1,8,420,262,280,20,12,30,0
4,1,1,0,6,635,411,470,54,20,29,0
5,1,1,1,8,744,357,384,37,15,29,0
3,0,1,0,1,323,267,303,57,7,30,1
4,0,1,1,1,367,228,275,38,11,31,1
5,1,1,0,2,2661,643,680,79,6,29,0
3,1,1,1,8,1277,481,559,72,11,31,0
5,1,2,0,8,1068,519,565,36,6,31,0
5,1,1,1,5,1976,281,297,41,15,31,0
2,0,1,0,8,964,433,505,28,10,29,1
3,1,1,1,8,588,271,335,23,15,32,1
5,1,1,0,8,3941,786,811,24,50,31,1
4,0,1,1,8,545,185,230,23,21,37,0
2,1,1,1,8,1676,675,752,42,11,29,0
3,0,1,1,8,1066,557,592,25,20,31,0
3,0,1,1,8,744,393,416,61,10,23,0
5,1,1,1,8,1939,560,600,81,9,21,1
5,1,1,1,1,504,219,314,73,5,31,1
2,1,1,1,7,731,410,374,78,6,30,1
5,0,1,1,8,3976,1022,989,35,25,37,1
5,1,1,0,8,910,453,491,17,25,37,1
2,1,1,1,8,527,250,303,21,15,37,0
3,0,1,0,8,900,398,425,36,20,31,1
4,1,1,1,7,901,482,505,72,20,32,1
4,1,1,0,8,487,399,373,37,15,31,1
2,1,1,1,8,1224,431,497,33,10,32,0
5,1,1,1,8,957,506,528,19,15,29,1
4,1,1,0,6,1401,756,812,52,32,31,0
5,0,1,0,5,1424,433,420,68,5,28,0
4,1,1,1,3,629,429,443,86,10,28,0
3,1,1,0,8,1126,591,636,34,10,28,1
5,1,1,1,6,2435,766,852,94,10,33,0
5,1,1,0,5,1029,376,395,46,30,34,0
5,0,1,0,7,1866,506,506,38,15,37,0
4,0,1,1,8,437,325,338,25,16,35,0
2,0,1,0,8,684,297,357,59,12,32,0
5,0,1,0,9,2564,516,640,54,11,28,1
5,1,1,1,8,1133,411,462,63,21,19,1
2,1,3,0,8,959,569,658,28,6,30,0
5,1,1,1,8,2197,579,626,71,10,29,1
5,1,1,1,8,1575,425,437,40,25,31,1
4,1,1,1,8,379,254,284,49,7,29,1
2,1,1,0,6,656,374,387,55,15,29,1
5,1,3,1,8,949,273,315,32,12,29,0
3,1,1,1,4,591,361,403,49,21,37,1
5,1,1,1,4,452,247,293,90,10,23,0
5,1,2,0,8,435,227,241,21,20,32,1
2,1,1,1,4,608,301,326,76,5,30,0
5,1,1,1,8,1615,356,403,20,15,31,0
5,1,1,1,2,1570,288,379,73,12,29,0
5,1,1,1,6,989,297,345,76,16,28,0
4,0,1,1,0,377,173,245,72,10,37,0
2,1,1,1,8,783,293,347,15,15,37,1
4,1,1,1,8,3646,897,973,24,10,29,0
4,1,1,1,6,826,424,492,61,21,36,0
5,1,1,1,8,3413,509,604,23,25,35,0
4,1,1,0,7,498,335,368,45,10,32,1
5,1,1,0,8,3560,673,711,24,20,34,0
5,1,1,1,8,1525,468,601,35,5,28,0
3,1,1,0,9,1598,659,738,45,24,33,0
2,1,1,0,7,849,363,402,50,32,28,0
3,1,1,0,9,1228,497,583,70,30,31,0
3,1,1,1,0,231,198,226,43,7,28,1
5,1,1,1,3,1581,321,369,45,15,32,1
4,1,1,0,8,250,200,237,23,15,33,0
3,1,1,0,6,849,407,417,63,8,28,0
5,1,1,0,8,736,253,284,31,25,35,1
4,1,1,1,8,667,345,387,26,15,28,1
2,1,1,1,8,1173,455,544,56,6,30,0
4,1,1,0,1,407,198,230,38,25,37,0
3,0,1,0,1,350,252,311,80,17,34,1
2,1,1,0,8,2621,945,980,21,21,30,1
3,1,2,0,9,880,585,669,43,20,28,1
2,1,1,0,8,705,432,475,27,15,30,1
5,1,1,1,7,3110,396,515,60,15,37,0
2,1,1,1,8,823,379,411,14,15,32,1
5,1,1,0,7,1063,416,479,70,10,30,0
5,0,1,1,5,1838,393,431,60,18,27,0
3,1,1,0,8,775,348,371,22,25,33,0
5,0,1,0,8,652,225,289,23,16,30,1
4,0,1,0,8,1243,504,590,27,10,31,1
5,1,1,0,4,1927,385,400,70,6,30,1
2,1,1,1,8,1210,357,438,22,16,37,1
5,1,1,1,5,0,0,0,113,35,30,0
5,1,1,0,9,3686,828,903,75,15,31,0
4,1,1,1,7,759,447,468,73,7,30,0
5,1,1,1,7,1008,446,481,64,10,32,0
2,1,1,0,3,1512,315,405,48,25,36,0
5,1,1,0,8,1940,266,308,33,8,30,0
2,1,2,1,4,547,289,324,55,15,31,0
5,1,1,1,3,462,270,307,95,100,19,1
5,0,1,1,8,3901,623,701,20,20,31,0
2,1,1,0,6,1110,353,405,64,100,21,0
5,1,1,0,8,1146,372,505,45,10,30,0
4,1,2,1,9,3460,1080,1035,53,15,37,0
3,1,1,1,8,1592,682,724,46,30,34,0
3,1,1,1,8,385,303,326,49,30,30,1
2,1,1,0,8,878,280,333,56,5,28,0
3,0,1,1,8,1303,524,598,43,21,37,0
5,1,1,1,9,1597,520,556,61,16,31,1
3,1,1,1,8,475,403,414,24,15,32,0
3,1,1,1,7,490,347,367,57,20,31,1
3,0,1,1,8,343,237,273,69,6,30,0
3,1,1,1,8,740,466,481,29,16,37,0
4,0,1,1,7,904,506,457,49,27,37,0
5,0,1,1,5,2938,455,517,37,11,29,0
4,1,1,0,5,805,399,461,80,5,28,0
2,1,1,0,8,610,336,381,36,12,30,0
4,1,1,0,4,606,300,413,58,13,32,0
2,0,1,1,8,1013,318,372,24,10,29,0
5,1,1,1,2,621,215,242,81,25,28,1
3,0,1,0,5,409,315,386,63,6,30,0
4,1,1,0,8,438,323,360,78,15,28,0
4,1,1,1,7,1989,509,589,64,16,37,0
5,1,1,1,8,1909,624,680,44,50,30,1
2,1,1,0,6,898,313,386,79,10,32,0
2,1,1,0,8,1086,475,530,55,21,34,0
3,0,1,0,8,906,444,502,59,7,30,0
3,1,1,1,1,720,340,362,69,5,37,0
3,0,1,0,8,753,404,368,21,15,35,0
2,1,1,0,5,474,278,292,67,16,29,0
2,0,1,0,8,2045,312,450,15,20,37,0
3,1,2,1,8,392,129,189,23,25,28,1
2,1,1,1,4,870,299,346,41,20,29,1
2,1,1,1,8,1371,626,629,27,27,34,0
2,1,1,0,8,603,297,343,58,15,37,0
5,1,1,1,8,1300,261,325,33,15,28,1
5,1,1,0,9,5101,1299,1158,70,16,34,0
5,0,1,1,7,801,338,427,56,11,31,0
5,1,1,1,8,1393,319,392,32,20,37,0
2,0,1,1,9,1314,548,578,40,20,29,0
4,1,1,1,8,422,192,256,69,6,31,1
4,1,1,0,8,1518,585,572,25,20,30,0
1,1,1,0,1,1273,380,426,44,11,29,0
4,1,1,1,8,1205,510,588,27,40,33,0
3,1,1,0,4,526,184,246,51,7,19,0
2,1,1,0,1,521,259,291,77,15,34,0
2,1,1,1,8,1062,382,478,35,8,30,0
2,1,1,0,8,746,368,399,57,5,31,0
4,1,1,1,8,569,315,329,40,20,36,0
2,0,1,1,4,764,308,382,69,50,29,0
5,1,1,0,6,2856,456,522,63,25,28,0
3,1,1,0,8,852,441,469,63,10,31,0
5,1,1,0,8,2823,643,728,24,15,34,0
5,0,1,1,8,1746,294,359,23,10,30,0
3,1,1,1,1,371,234,295,47,10,31,0
5,0,1,0,6,4127,701,797,66,15,31,0
4,1,1,1,7,672,423,480,94,15,33,0
5,1,1,1,4,940,355,384,42,15,31,1
4,1,1,0,6,441,340,381,58,7,31,0
2,1,1,0,1,455,194,215,69,10,28,0
4,1,2,1,8,1259,660,663,22,15,37,0
5,0,1,1,3,2356,318,376,78,20,31,0
5,1,1,1,8,626,383,404,64,7,31,1
2,1,1,1,8,610,310,359,64,15,30,1
5,1,1,1,1,1110,368,409,53,15,34,0
2,1,1,1,8,456,281,323,47,10,28,1
3,0,4,0,7,1060,508,550,36,7,29,0
5,0,1,1,8,3206,430,523,26,11,34,0
4,1,1,1,8,824,471,516,16,20,37,0
3,1,1,1,2,637,231,277,57,16,34,0
5,1,1,1,9,452,234,243,62,15,33,1
3,1,1,0,8,731,268,324,31,15,36,0
3,1,1,0,1,561,296,369,89,10,28,0
4,1,1,0,8,914,467,518,62,20,31,0
3,1,1,0,8,673,297,321,30,35,35,0
5,1,1,1,8,4978,664,770,24,16,36,0
2,1,1,1,8,641,306,354,20,35,37,0
4,1,1,0,8,744,404,412,69,20,37,0
5,1,1,0,8,643,355,384,43,20,18,0
5,0,1,1,8,477,208,269,42,10,30,0
2,1,1,1,5,1622,370,465,70,7,31,0
4,1,1,0,2,524,234,305,76,14,36,0
5,0,1,1,8,1306,449,460,55,15,28,0
3,1,1,1,2,430,279,315,77,15,24,1
3,0,1,1,8,612,415,399,58,6,35,0
4,1,1,1,7,534,286,356,59,11,31,0
4,0,1,1,8,528,279,350,36,10,32,0
3,1,1,1,8,506,338,358,44,12,34,0
2,1,1,1,8,0,0,0,46,20,28,1
4,1,1,1,8,292,259,291,58,5,30,1
4,1,1,0,5,627,340,369,59,15,28,0
5,0,1,1,1,1567,342,464,34,5,29,0
4,1,1,1,8,446,261,298,23,15,35,0
5,1,1,0,4,0,0,0,66,17.5,30,0
4,1,1,0,0,693,225,284,87,8,34,0
2,1,1,1,8,840,394,433,40,10,35,0
3,1,4,0,8,1688,736,758,29,17,33,0
3,1,2,1,2,459,280,306,57,35,31,0
5,0,1,1,8,574,180,340,24,11,31,0
3,0,1,1,8,703,429,501,21,10,30,0
3,1,1,1,8,502,388,463,16,16,28,1
4,1,1,1,8,1244,649,700,54,7,30,1
5,1,1,0,8,1209,490,564,15,20,37,1
5,1,1,0,9,4023,821,872,67,15,37,1
4,1,1,1,0,384,170,226,73,7,31,0
4,1,1,1,8,303,240,281,30,10,31,1
5,1,1,0,8,675,311,338,24,10,31,1
2,1,1,0,8,445,254,286,17,25,37,0
3,1,1,1,3,330,288,316,50,6,29,1
4,1,1,1,8,641,399,410,14,15,36,0
5,0,1,0,2,1071,327,380,50,25,31,1
5,1,1,0,8,1156,322,386,18,25,37,1
4,0,1,1,8,985,459,513,26,13,30,1
5,1,1,0,8,4825,1050,1009,23,11,31,0
5,1,1,1,0,740,194,252,41,11,32,1
5,1,1,0,1,0,246,291,102,21,28,0
5,1,1,1,9,2504,837,867,61,20,32,0
2,0,1,1,8,987,540,612,44,10,29,0
5,1,1,1,8,1076,257,289,27,15,37,1
2,1,1,1,8,1758,490,671,26,5,31,0
5,1,1,0,8,1089,442,539,24,16,37,0
5,1,1,1,8,2628,417,444,21,20,29,1
3,1,1,1,8,704,311,351,37,9,17,1
2,0,1,1,8,622,283,315,24,10,29,1
5,1,1,1,8,1934,353,381,15,20,37,1
3,1,1,0,8,464,318,357,24,7,31,0
5,1,1,1,8,2478,561,610,25,25,35,1
5,1,1,1,3,1126,451,472,121,17,28,1
5,1,1,1,7,1025,386,435,74,21,28,1
5,0,1,1,8,1005,412,476,88,12,17,1
5,1,1,0,8,2230,416,533,14,21,36,0
5,0,1,0,7,708,249,303,61,16,31,1
2,1,1,0,9,1332,561,646,42,50,29,0
5,1,1,1,8,2463,584,617,30,9,30,0
5,1,1,0,8,1801,405,466,23,15,29,1
5,1,2,0,8,1011,426,537,39,20,36,0
4,1,1,1,8,957,442,537,51,17,31,0
3,1,1,1,8,536,299,332,33,17,33,0
4,1,4,1,8,797,337,391,30,10,31,1
4,0,1,0,8,564,378,408,66,13,34,0
4,1,1,0,7,643,349,382,77,50,35,0
4,1,1,1,4,556,265,356,74,25,37,0
2,1,1,0,8,577,288,319,36,15,28,0
5,1,2,0,8,2526,413,456,26,10,31,1
4,1,1,0,9,1240,766,787,40,17,33,0
4,0,1,0,8,317,264,311,25,10,35,0
2,1,1,0,4,615,323,323,55,15,32,1
3,1,1,1,0,549,302,337,99,20,28,0
3,1,1,1,8,449,360,373,31,5,29,1
4,1,1,1,3,307,257,280,29,20,37,0
4,0,1,0,8,319,232,267,30,15,31,1
4,1,1,1,6,653,453,487,57,22,31,1
4,1,1,0,2,414,236,266,39,20,37,0
4,1,1,1,8,346,206,209,30,13,32,1
4,1,2,0,8,309,279,330,23,15,29,0
4,1,1,0,9,4019,1158,1108,65,10,30,1
2,0,1,1,3,557,224,269,76,10,31,0
5,0,1,1,8,1193,441,486,30,35,29,0
2,1,1,1,4,392,220,280,70,10,31,1
2,0,1,1,7,1113,375,452,53,20,29,0
2,1,1,0,8,774,386,423,26,7,31,0
2,1,1,1,8,1615,556,609,44,20,29,0
2,1,1,1,4,654,356,352,57,33,31,0
3,0,1,1,7,706,377,418,87,25,28,0
2,1,1,1,5,858,314,372,68,10,35,1
2,1,1,0,2,369,249,282,42,20,29,0
3,1,1,1,2,594,354,381,58,5,34,0
5,1,1,1,8,1397,528,606,57,10,33,1
4,1,1,1,8,758,482,539,22,10,30,0
4,0,1,0,8,394,186,222,46,5,30,1
3,1,1,0,8,910,395,518,54,8,28,0
4,0,1,1,3,376,284,365,60,6,30,0
4,1,1,1,8,278,224,256,48,10,31,0
4,1,1,0,8,1082,513,528,60,10,31,1
3,1,1,1,8,856,422,437,35,30,37,0
5,0,1,1,8,1519,359,408,26,10,28,1
5,1,2,0,7,3337,516,597,46,10,31,1
4,1,1,1,8,880,401,417,55,6,30,0
2,0,1,0,9,1389,533,605,42,25,33,0
3,1,1,0,8,1037,531,546,66,25,35,1
4,1,1,0,8,278,252,297,15,15,37,1
5,0,1,0,5,642,283,323,50,20,29,1
3,1,1,0,8,432,200,252,39,10,29,1
5,0,1,1,6,644,331,364,103,8,17,1
2,1,1,1,8,916,436,483,63,10,18,0
5,0,1,1,8,1562,555,548,33,5,32,0
5,1,1,0,8,1369,329,355,22,11,31,1
4,1,1,0,4,553,261,301,69,18,35,0
2,0,2,0,8,1263,310,472,22,20,32,1
2,1,3,0,7,1273,527,568,62,12,31,0
5,1,1,1,8,2083,296,356,40,10,30,1
2,1,1,1,8,705,238,383,20,15,37,1
5,0,1,1,4,1774,375,424,61,5,31,0
4,1,2,0,6,882,432,471,67,9,29,1
5,1,1,0,8,2322,302,322,26,25,36,1
5,1,1,1,8,1019,539,575,29,20,37,0
4,1,1,0,1,994,481,520,51,26,36,0
5,1,1,0,8,705,205,257,35,10,33,0
3,1,2,1,8,830,538,571,34,8,30,0
3,1,1,1,5,594,322,378,53,15,29,0
5,1,1,1,8,782,460,453,54,20,28,1
2,1,1,1,8,1497,524,652,15,20,37,1
5,1,1,1,5,694,365,375,141,8,17,1
4,1,2,1,8,653,325,354,72,5,30,0
2,1,1,1,1,485,182,218,73,10,28,0
5,1,1,1,8,352,143,166,39,10,32,0
2,1,1,0,8,439,259,286,62,6,29,0
2,1,1,1,5,1330,547,648,44,5,31,0
5,1,1,1,1,772,235,300,71,25,36,1
5,0,1,1,6,1488,401,476,58,12,31,0
4,1,1,1,1,389,226,283,65,12,37,0
3,1,1,1,8,511,360,376,17,20,29,0
2,1,1,1,8,911,480,528,29,20,32,0
2,1,1,1,9,3869,818,864,99,125,34,1
5,1,1,0,9,5672,1500,1150,35,50,37,1
5,1,1,1,8,1419,392,411,45,11,20,0
2,1,1,1,8,443,259,295,24,7,28,1
5,0,1,1,7,1099,312,396,72,11,18,1
5,1,1,1,8,1084,352,430,55,11,28,1
4,1,1,0,7,969,547,592,60,25,37,1
5,1,1,1,8,3437,632,668,87,15,31,0
5,1,1,1,8,1701,406,408,40,10,31,1
3,1,1,0,8,913,377,404,52,15,17,1
4,0,1,0,8,649,380,398,25,12,37,0
4,1,1,0,0,400,182,242,59,11,33,0
2,1,1,1,5,518,319,373,62,15,36,1
5,1,1,1,8,403,301,297,23,8,30,0
4,1,1,0,5,508,312,291,54,11,31,0
5,1,1,1,3,795,357,391,117,20,18,0
3,1,1,1,8,459,342,375,25,7,30,0
3,1,1,1,8,353,248,269,25,11,31,1
4,1,1,0,8,677,563,582,37,7,29,0
3,0,1,1,8,524,270,314,15,20,37,0
2,1,1,0,1,526,226,294,50,15,28,1
5,1,1,0,4,760,222,271,58,20,33,1
5,1,1,1,6,1954,488,533,64,24,31,1
3,1,1,0,8,837,534,567,66,10,20,1
4,1,1,0,4,270,238,272,74,5,21,0
4,1,1,1,8,984,438,469,20,15,30,0
2,0,1,0,8,825,313,340,17,25,37,0
2,0,1,1,8,735,342,388,35,10,31,1
5,0,1,1,6,834,370,417,60,20,37,0
5,1,1,1,8,1011,250,314,25,11,29,0
2,1,2,1,8,695,374,434,22,15,30,1
3,0,1,0,8,1229,291,361,34,10,35,0
5,1,1,0,4,529,318,346,78,20,33,1
4,1,1,1,8,945,552,568,20,15,29,0
4,1,1,1,8,246,119,183,17,15,29,0
5,1,1,1,8,1412,407,386,24,12,30,1
3,0,1,1,8,630,306,328,27,12,29,0
5,1,1,1,8,712,304,291,68,13,17,1
2,0,1,1,8,432,240,284,23,10,29,1
4,1,1,1,8,631,407,457,31,10,34,0
2,1,1,1,7,1508,420,476,52,10,31,1
5,0,1,0,8,1061,505,525,21,10,29,1
2,1,1,1,3,577,250,339,33,15,31,0
2,0,1,1,5,949,547,571,49,7,31,0
5,1,1,1,7,815,416,476,63,20,32,1
3,1,1,1,8,881,422,527,59,13,37,1
3,1,1,1,8,770,511,542,58,10,30,0
2,1,1,1,8,460,229,267,28,16,35,1
3,1,1,1,8,728,116,209,84,30,18,0
2,0,1,1,4,501,236,294,73,10,30,0
2,0,1,1,8,564,312,352,55,7,30,0
5,1,1,1,0,593,213,276,104,15,18,0
2,1,1,1,9,1665,294,399,82,35,37,0
5,1,1,1,8,553,245,264,41,10,33,0
4,1,1,0,9,2249,628,718,79,7,28,0
2,1,1,0,8,1803,350,406,62,20,37,0
3,1,1,1,8,772,505,544,26,10,31,1
2,1,1,1,3,439,220,276,76,15,30,1
4,1,1,0,9,807,523,550,79,25,36,1
4,1,1,1,5,1081,439,504,70,25,32,0
5,1,1,1,8,5926,1500,1331,26,26,29,1
4,0,1,1,8,739,335,340,79,5,30,0
3,1,1,1,7,625,444,439,79,20,19,1
3,0,1,1,8,462,255,283,26,10,29,0
3,1,1,1,9,1326,717,772,48,20,37,1
4,0,1,1,5,659,403,409,88,10,19,1
2,1,1,1,8,595,122,168,25,15,30,0
2,1,1,1,8,744,375,429,50,10,29,0
4,0,1,1,2,381,222,269,54,20,37,1
3,1,1,1,6,750,393,442,49,10,32,1
5,1,1,1,8,2374,533,574,39,10,29,1
4,0,1,0,2,1168,467,435,61,15,31,0
2,1,1,0,8,406,225,254,22,16,37,1
5,1,1,1,0,443,146,192,54,15,37,0
4,1,1,1,6,696,342,372,47,25,37,0
2,1,1,1,6,724,345,382,58,5,33,0
5,1,1,1,8,880,264,318,74,11,31,1
5,0,1,1,8,1125,309,280,39,10,31,0
5,1,1,1,8,2917,514,547,23,15,32,1
2,1,1,1,8,690,215,262,36,15,28,1
3,1,1,1,8,557,381,323,109,25,36,1
4,1,1,1,2,687,411,503,69,25,37,0
2,1,1,1,8,490,156,196,44,5,31,0
2,1,1,1,8,473,283,319,30,11,32,1
4,1,3,1,0,308,136,210,74,7,28,1
5,1,1,0,8,3276,399,465,16,10,28,0
5,1,1,0,8,1329,353,361,45,15,37,0
5,0,1,1,8,680,290,335,21,7,28,0
3,1,1,1,3,912,303,410,47,7,30,1
3,1,1,1,8,1126,609,657,18,25,37,0
3,1,1,1,8,723,393,442,31,15,33,0
2,1,1,0,9,991,329,354,66,20,36,0
5,0,1,1,8,937,487,497,24,20,33,0
3,1,1,1,8,995,465,495,15,15,37,1
2,0,1,1,8,827,327,350,27,11,31,0
2,0,1,1,9,735,490,503,63,17,36,0
3,0,1,0,7,875,308,348,67,15,30,0
5,1,1,0,8,2773,443,556,14,15,36,0
5,1,1,0,8,4861,510,622,21,20,31,0
5,1,1,0,8,3604,626,664,35,25,31,1
5,1,1,1,2,500,292,294,57,60,31,0
4,1,1,0,9,654,344,387,48,10,28,0
5,1,1,1,8,5888,1496,1273,63,20,19,1
4,0,1,0,2,652,453,438,60,15,37,0
5,1,1,1,8,300,250,317,36,10,30,1
4,1,1,1,8,1442,578,596,100,10,22,0
5,1,1,0,8,1501,373,447,25,12,34,0
4,0,1,1,2,927,239,278,71,11,30,1
5,1,1,0,8,1089,285,378,71,10,29,1
3,0,1,1,4,687,350,374,44,16,35,0
5,1,1,0,8,1758,599,642,62,9,28,1
5,1,1,0,8,815,273,331,54,9,33,0
2,1,1,0,8,1805,477,565,26,15,28,1
4,1,1,0,8,313,251,314,19,10,28,1
4,0,1,1,8,1441,658,728,20,50,37,0
5,0,1,1,8,1263,386,403,20,10,31,1
5,0,1,0,6,921,430,484,105,16,18,0
5,1,1,1,5,2001,412,450,107,20,17,1
5,1,1,1,8,1348,448,536,107,17,34,0
5,1,1,1,1,1593,298,320,76,13,35,1
3,0,1,1,7,838,402,472,128,10,17,0
5,1,1,1,8,4292,704,738,25,7,30,1
2,1,1,1,2,758,242,326,37,15,37,0
2,1,1,1,8,918,483,540,38,10,30,1
5,1,1,0,6,844,393,490,98,8,28,0
3,0,1,0,6,515,384,455,85,8,29,0
4,0,1,1,8,565,256,302,53,10,34,1
4,1,1,1,6,690,353,408,81,25,36,0
3,1,1,1,8,744,406,446,76,12,29,1
3,1,1,1,8,519,349,435,20,11,31,0
4,0,1,1,5,676,358,368,37,25,31,1
2,1,1,0,8,998,363,453,63,11,29,1
5,1,1,1,8,4234,750,829,20,12,31,0
